,met_id,cluster,distance,polarity,target_group,target_ppto,target_word,source_image_schema_group,source_word,llm_expl,sentence
4931,95979075-4c7d-4001-8052-b3ca00215593_64_19_20,270,0.9836151884374678,right,Media,thing,hour,force,clown,"The verb 'clown' is used metaphorically to characterize 'hour' as a time for foolish or comedic behavior. Instead of describing a physical action, it personifies the hour, implying a period when people act in a clown-like manner, transcending the literal meaning of the verb.","'Number one, most of the experts that people have on, I watch these experts and it's clown hour, okay?'"
7204,287822c0-4282-11ed-8363-cb83fa110de1_403_7_4,271,0.37315605447478467,left,Citizens',person,you,force,help,"The verb 'help' is used metaphorically to describe the abstract action of contributing to the growth of something, which transcends its literal meaning of assisting in a physical action. Here, 'help' signifies participation in a process (growth) without implying direct physical assistance.",'And this is how you could actually help grow this and be a part of this.'
3297,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_460_12_11,271,0.45768839296564956,right,Media,thing,that,force,help,"The verb 'help' is used metaphorically to describe the function of the target noun 'that' (referring to games). Here, 'help' extends beyond its literal meaning of assisting in a physical action, instead conveying the abstract idea of aiding personal growth or development, which is not a direct physical action.","'And they want fun songs, videos, and interactive games that help you grow, not turn you into...'"
5254,553aff2e-8dfc-11ed-826a-131940f84f69_156_8_9,271,0.48455913596763506,right,Venezuela's Government Supporters,person,you,force,help,"The verb 'help' is used metaphorically here. While 'help' typically describes a physical or tangible action of assisting, in this context, it is applied to an inanimate object (the hat) to suggest it might provide symbolic or abstract assistance (e.g., inspiration, identity). This transcends the literal physical action of helping, assigning a human-like capacity to the hat.",'Your Che Guevara hat is not going to help you.'
3070,661d9866-4392-4ad4-9fbe-b06000015ba6_158_1_0,271,0.4909541865259391,right,Other,organization,Greenlight,force,helps,"The verb 'helps' is used metaphorically here, attributing a human action (assisting) to the non-human entity 'Greenlight,' which represents a service. This personification transcends the literal meaning of 'helps' (assisting physically) by implying that the service actively aids users in a functional, abstract manner, rather than describing a direct physical action.","'Greenlight helps them save, spend, and invest responsibly while monitoring for identity theft and suspicious activity.'"
7308,876e1918-4bbd-11ec-9286-330a99840065_20_33_36,271,0.4937878566212349,left,Media',thing,media,force,help,"The verb 'help' is used metaphorically to describe supporting 'independent progressive media' in a non-physical, abstract sense. It transcends its literal meaning of assisting through tangible actions to convey aiding an abstract entity (media) in its growth, which is not a direct physical action.","'But along with just getting great content, becoming a friend of the pod, joining our subscription community is the number one thing you can do to help us grow, to help independent progressive media.'"
2027,3bdc5bfd-9705-46fd-99d7-b2360117c606_69_8_12,271,0.5114404149479209,right,Media,thing,subscriptions,force,help,"The verb 'help' is used metaphorically to describe an abstract effect on 'subscriptions,' which are not physical entities. The verb transcends its literal meaning of assisting in a physical action, instead implying a conceptual positive influence on an abstract concept (subscriptions) without direct physical interaction.",'I'm sure that's going to really help their their their subscriptions on that newspaper.'
4863,661d9866-4392-4ad4-9fbe-b06000015ba6_423_25_28,271,0.5253120670976302,right,Swing States,place,states,force,help,"The verb 'help' is used metaphorically to describe the abstract action of influencing or supporting the electoral outcome of 'swing states,' which are political entities. The verb transcends its literal meaning of physical assistance, instead referring to strategic or indirect influence, which is a metaphorical application.",'What do you suggest we do for the millions and millions of people who live in states that are never going to flip over to help the swing states?'
2159,64f45e18-5b2f-4574-b34c-84410e316110_142_2_0,271,0.5361595082632747,left,Shopify,organization,Shopify,force,helped,"The verb 'helped' is used metaphorically here, attributing a human action (assisting) to the company 'Shopify,' which is not a physical entity. This personification transcends the literal meaning of 'helped' (assisting someone directly) and instead characterizes Shopify's role in enabling people's actions conceptually.",'Shopify has helped millions of people around the world do this very thing.'
1251,2adbf0e2-f1d8-11f0-b2d6-e3a0b13b9b1b_145_19_16,271,0.5573582580417177,left,Other,thing,cream,force,helped,"The verb 'helped' is used metaphorically here. While 'help' literally implies active assistance by an agent, the cream is not a physical agent performing an action. Instead, the verb is applied to describe the cream's effect on dark circles and lip moisture, personifying the cream as an active helper. This transcends the literal meaning of 'help' by attributing agency to the inanimate product, which is a metaphorical use of the verb.","'I've got their eye cream and this OS-1 lip, because the eye cream has really helped with dark circles, and this lip cream has helped keep my lips moisturized, especially as the weather gets chillier.'"
1727,b596eadb-5fb6-493c-bad0-aee500175236_140_42_43,271,0.5708789392161673,right,Policy Challenges.,thing,inflation,force,help,"The verb 'help' is applied to the target noun 'inflation,' which is an abstract economic phenomenon, not a physical entity that can be assisted. The use of 'help' here transcends its literal meaning of assisting a person or tangible object, instead metaphorically suggesting that the act (Inflation Reduction Act) does not contribute to alleviating inflation. This reflects a metaphorical extension of the verb to describe an abstract process.","'For example, if you look at what the Wharton School of Business is saying, UPenn, And by the way, it's a joke that they call it the Inflation Reduction Act of 2022 because it does anything but help inflation.'"
6609,63e3cb5e2b0e2f0011270e5c_480_1_0,271,0.5772474598311974,left,Shopify,organization,Shopify,force,helps,"The verb 'helps' is used metaphorically to personify Shopify as an active agent capable of assisting the user. While 'helps' literally implies direct assistance, Shopify is a company, not a person, and the action described (facilitating marketing efforts) is abstract rather than a physical act. The verb transcends its literal meaning by attributing human-like agency to the target noun.",'Shopify helps you to get the word out with easy to run email and social campaigns.'
1954,d8eeeaa4-3866-4b04-a911-bdf79b88f199_27_3_1,271,0.5776117901018234,right,Other,thing,Gold,force,help,"The verb 'help' is used metaphorically to describe the function of the product 'Birch Gold' in facilitating the conversion of retirement accounts into gold. The verb transcends its literal meaning of physical assistance, instead conceptualizing the product as an active agent providing a service, which is a metaphorical extension of the verb's original action.",'Birch Gold can help you convert an existing IRA or 401k into an IRA in gold.'
6263,63e3cb5e2b0e2f0011270e5c_71_7_4,271,0.5817710904380402,left,Citizens,person,I,force,help,"The verb 'help' is used metaphorically here. In the phrase 'couldn't help but think,' 'help' does not denote literal physical assistance but instead expresses an involuntary mental state. The metaphorical use transcends the source verb's original meaning, conveying a compulsion to think about the mom, which is a psychological rather than physical action.","'Through it all, I couldn't help but think about my mom.'"
987,63e3cb5e2b0e2f0011270e5c_441_22_21,271,0.6186991593876265,left,Citizens,person,Anna,force,helped,"The verb 'helped' is used metaphorically to describe Anna's positive impact on others, transcending a literal physical action. The sentence implies Anna's assistance is conceptual or emotional, not a direct physical act, aligning with metaphorical use to personify her influence.","'I don't know if I could find in the thousands of comments, but somebody said that about Anna that Anna helped them.'"
1367,cc04eafc-ab03-11ec-82cc-631625b14811_13_3_0,271,0.6431467012443812,right,Other,person,That,other,helping,"The verb 'helping' is used metaphorically here. The target noun 'That' is an abstract pronoun referring to a situation or concept, not a physical entity capable of performing the action of helping. The verb transcends its literal meaning by attributing an action (helping) to an abstract noun, implying a non-physical contribution or influence on Putin.",'That may be helping Putin.'
5006,3bdc5bfd-9705-46fd-99d7-b2360117c606_141_12_8,271,0.644422638185577,right,Voter Groups.,thing,vote,other,helping,"The verb 'helping' is used metaphorically to personify the 'vote' as an active agent capable of assisting, which transcends its literal meaning of physically aiding someone. The vote, as a collective action, is portrayed as if it can directly contribute to helping others, implying a metaphorical transfer of agency from the voters to the vote itself.",'I don't think the 25 percent male vote in Georgia is helping anyone.'
958,64f45e18-5b2f-4574-b34c-84410e316110_144_5_9,271,0.6758004216422722,left,Other,thing,help,other,offer,"The verb 'offer' is used metaphorically to describe the abstract concept of 'help' as something that can be provided or presented, transcending its literal meaning of physically offering an object. The action of offering help is not a physical act but a conceptual provision, aligning with metaphorical usage.","'More than that, they offer 24-7 help and an extensive business course library to empower you to succeed.'"
412,553aff2e-8dfc-11ed-826a-131940f84f69_124_6_4,272,0.4131967217746724,right,Other,person,they,force,putting,"The verb 'putting' is used metaphorically to describe the action of releasing or distributing 'this stuff' by 'they', transcending the literal physical act of placing an object. The verb here conveys a conceptual action (dissemination) rather than a direct physical action.","'Because, folks, they're putting this stuff out.'"
5659,b1c9b328-b481-11ee-be0e-db459aa16660_123_2_1,272,0.43967695577289523,right,Citizens,person,you,other,put,"The verb 'put' is used metaphorically to describe the process of combining or assembling abstract elements (experience, personal attributes) into a cohesive whole. It does not refer to a physical action of placing something in a location but rather signifies a conceptual act of integration, transcending its literal meaning.","'When you put all that package together of experience, the fact that she is the wife of a combat veteran, the fact that she's a mom, the fact that she brings some humanity to a lot of these very tough issues, and most importantly, again, it's not a big government solution out of Washington that we're promised.'"
3705,287822c0-4282-11ed-8363-cb83fa110de1_235_3_4,272,0.4541796397158049,left,"Media'}]  // The context sentence refers to spreading disinformation, which is closely tied to media organizations and their role in disseminating information. ",thing,that,force,putting,"The verb 'putting' is used metaphorically to describe the action of disseminating disinformation, rather than a physical act of placing 'that' somewhere. The metaphorical aspect involves using 'putting' to convey the conceptual act of spreading information, which transcends its literal meaning of physical placement.",'And I'm putting that generously and continues to spread disinformation today and calling for people like Dr. Fauci to be locked up.'
2794,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_138_18_19,272,0.459618694096157,right,Military Service Members,person,troops,force,putting,"The verb 'putting' is used metaphorically to describe the action of deploying troops as a strategic move, rather than a literal physical action. It conveys the idea of taking decisive action or allocating resources, transcending its original meaning of physically placing objects.","'And by the way, anyone out there suggesting, well, it's no different than us putting troops over in Taiwan.'"
1333,cc04eafc-ab03-11ec-82cc-631625b14811_12_2_5,272,0.4703610814782363,right,Other,thing,list,force,putting,"The verb 'putting' is used metaphorically to describe the act of compiling or organizing elements into a list. While 'putting' literally refers to placing objects in a location, in this context, it transcends its physical action to signify the conceptual process of assembling a list, which is an abstract task rather than a direct physical action.","'I'm putting together a list, Hannity, of people and countries, and I'm checking the list twice, of course.'"
3773,b596eadb-5fb6-493c-bad0-aee500175236_107_29_28,272,0.5104135752841058,right,U.S. Presidents,person,Trump,other,put,"The verb 'put' is used metaphorically in the context of 'put in place,' which signifies the establishment or implementation of policies. This usage transcends the literal physical action of placing something, instead conveying Trump's role in instituting tariffs as a metaphorical 'action' of policy-making.",'Why is he contemplating removing the tariffs that have been so effective in terms of getting to the point in free or fair trade with China that Donald Trump put in place?'
2094,97e645d8-eba8-11f0-a898-3b712b89e31f_123_7_5,272,0.5305000850995912,left,Media Professionals,person,they,force,putting,"The verb 'putting' is used metaphorically to describe the act of presenting or broadcasting content (implied by 'on Fox'). It transcends its literal meaning of physically placing something on a surface, instead conveying a conceptual action of delivering programming, which is a common metaphorical usage of 'putting on' in media contexts.","'Again, this is what they're putting on on Fox on a regular basis.'"
1466,e31bccb2-7587-11ec-ba64-9f837eadd43c_149_4_6,272,0.5542143524900113,right,Media',thing,information,force,putting,"The verb 'putting' is used metaphorically to describe the action of releasing or disseminating information, which is an abstract concept. The phrase 'putting out information' transcends its literal meaning of physically placing something, instead conveying the idea of distributing or making information available, which is a conceptualization rather than a direct physical action.",'Banned from Twitter for putting out information.'
3278,d71c6e12-1d4a-11f0-953a-477923aed071_138_36_35,272,0.5683304012153678,left,U.S. Presidents,person,he,other,put,"The verb 'put' is used metaphorically to describe the abstract actions of initiating and withdrawing from conflicts. The phrases 'put him on' and 'put him off' do not refer to physical placement but rather signify starting and stopping adversarial actions, transcending the literal meaning of the verb.","'then you have donald trump declaring a trade war against the world using a made-up cockamamie formula that was based on deficits to claim uh what the reciprocal tariff rate was and then he put him on and then he put him off and then he put him on against adversaries and allies alike i mean constantly attacking Canada, saying he wants to conquer it and annex it and saying that about other countries, picking fights against the EU, fights against Australia.'"
2803,287822c0-4282-11ed-8363-cb83fa110de1_225_18_17,272,0.5906848450834583,left,U.S. Presidents,person,he,force,placed,"The verb 'placed' is used metaphorically to describe the action of imposing tariffs, which transcends its literal meaning of physically positioning an object. Here, 'placed' signifies the abstract economic action of implementing policies, rather than a direct physical action.",'And first he says that China gave us COVID because they were upset about the tough tariffs he placed on them.'
3271,d71c6e12-1d4a-11f0-953a-477923aed071_138_36_37,272,0.5950645617089111,left,U.S. Presidents,person,him,other,put,"The verb 'put' is used metaphorically to describe the action of initiating and disengaging from conflicts or confrontations. The phrases 'put him on' and 'put him off' do not refer to physical placement but rather to strategic or political maneuvers, transcending the literal meaning of the verb to convey abstract actions of engaging and ending hostilities.","'then you have donald trump declaring a trade war against the world using a made-up cockamamie formula that was based on deficits to claim uh what the reciprocal tariff rate was and then he put him on and then he put him off and then he put him on against adversaries and allies alike i mean constantly attacking Canada, saying he wants to conquer it and annex it and saying that about other countries, picking fights against the EU, fights against Australia.'"
6249,95b4c966-203b-4217-bc66-d83052b0cd99_160_32_36,272,0.6229199908824511,left,Media,thing,concert,force,putting,"The verb 'putting' is used metaphorically to describe the act of organizing or presenting a live concert. The phrase 'putting on a live concert' is a common metaphor for hosting or performing a musical event, which transcends the literal physical action of placing something on a surface. The source verb 'putting' here conveys the conceptualization of the concert as an event to be staged, not a physical object.","'And even though he had his own thoughts and feelings about maybe it was time to move on, he didn't want to move on without doing this last project, putting on a live concert of sorts, filming it so that there would be this record.'"
6566,b2af3699-003d-4e37-9b4a-bb76770dbc33_145_4_6,272,0.6304903973807565,right,Transgender Individuals,person,people,force,placed,"The verb 'placed' is used metaphorically to indicate the strategic positioning of 'trans people' as central to the effort, rather than describing a physical action of putting them in a location. The metaphorical aspect lies in the conceptual 'placement' within an abstract effort, not a literal spatial action.","'And they really have placed trans people at the center of that effort, but we should be clear that the consequences of this anti-trans effort, not only out of proximity but out of intentionality, will include consequences for women of all backgrounds.'"
255,95979075-4c7d-4001-8052-b3ca00215593_295_16_21,272,0.6540922204540287,right,Corruption,thing,reward,other,put,"The verb 'put' is used metaphorically to indicate the action of establishing or allocating the reward, rather than describing a physical placement. The phrase 'put the $25 million reward' implies Biden is responsible for initiating or assigning the reward, transcending the literal meaning of 'put' as a physical action.","'Well, I guess Donald Trump is owed $25 million because it was Biden that put the $25 million reward for Maduro's arrest.'"
5749,cc04eafc-ab03-11ec-82cc-631625b14811_48_1_3,272,0.6921039378522348,right,Security Concerns.,thing,planes,force,putting,"The verb 'putting' is used metaphorically to describe the action of positioning or deploying warplanes in Ukrainian airspace. The phrase 'putting up planes' extends the source verb's literal meaning (placing objects in a location) to imply a strategic or tactical action, which transcends physical placement. The use of 'like' in the sentence indicates a simile, further supporting the metaphorical framing of 'putting' as a conceptual metaphor for deploying military assets.","'like putting up planes in Ukrainian airspace, warplanes, which would get blown out of the sky in about 30 seconds, I don't mind debating it.'"
1093,63e3cb5e2b0e2f0011270e5c_419_7_9,272,0.737539712190973,left,Politics,thing,thumb,force,putting,"The verb 'putting' is used metaphorically here. The phrase 'putting his thumb on the scale' is an idiom where 'thumb' symbolizes a small but significant act of influence or interference, not a literal physical action. The verb transcends its literal meaning to convey manipulation or bias, rather than describing a tangible placement of a thumb.","'So thank you to Jon Stewart for putting his thumb on the scale in that regard, Look, the weakness that we've seen by corporate Democrats and I mean, we call it weakness, but part of it is they're corporate Democrats.'"
7141,10672768-1932-4440-9494-b3cd0026c419_490_0_1,273,0.31915267139156517,right,Media,thing,B-Y-R-N-A.com,spatial motion,Visit,"The verb 'visit' is used metaphorically to describe the act of accessing the website 'B-Y-R-N-A.com' rather than a physical visit. The source verb 'visit' transcends its literal meaning of physically going to a place and is applied to an abstract digital entity, representing navigation or interaction with the website.",'Visit B-Y-R-N-A.com.'
3479,2b0054b4-ecea-44a4-855f-b3b6000e929c_15_0_1,273,0.35677763708734905,right,Other,thing,B-Y-R-N-A.com,spatial motion,Visit,"The verb 'visit' is used metaphorically to describe interacting with a website (B-Y-R-N-A.com) rather than a physical location. The action of 'visiting' a website does not involve a physical presence or movement, instead referring to digital navigation, which transcends the literal meaning of the verb.",'Visit B-Y-R-N-A.com.'
929,d8eeeaa4-3866-4b04-a911-bdf79b88f199_107_0_1,273,0.3583464631591847,right,Shopify,organization,TakeLean.com,spatial motion,Visit,"The verb 'visit' is used metaphorically to describe accessing the website 'TakeLean.com' rather than a physical location. The action of 'visiting' a website is a conceptualization of navigating to a digital space, not a literal physical movement.","'Visit TakeLean.com, TakeLean.com and enter that code MK for your discount.'"
2593,2b0054b4-ecea-44a4-855f-b3b6000e929c_174_0_1,273,0.3590872977283441,right,Other,thing,Compassion.com,spatial motion,Visit,"The verb 'visit' is used metaphorically to describe the action of accessing the website 'Compassion.com' rather than a physical visit. The source verb 'visit' typically refers to physical movement to a location, but here it is applied to an online entity, transcending its literal meaning to denote navigating to a digital space.",'Visit Compassion.com today.'
119,95979075-4c7d-4001-8052-b3ca00215593_401_1_12,273,0.36236546280218723,right,Other,thing,com,spatial motion,visit,"The verb 'visit' is used metaphorically to describe accessing the website 'com' rather than a physical visit. The source verb 'visit' (originally referring to physical movement to a location) is applied to a digital entity ('com'), transcending its literal meaning to signify online interaction.",'Just visit B-Y-R-N-A dot com or try before you buy at your local sportsman's warehouse.'
5952,2adbf0e2-f1d8-11f0-b2d6-e3a0b13b9b1b_45_0_1,273,0.38122563731227777,left,Other,organization,growtherapy,spatial motion,Visit,"The verb 'visit' is used metaphorically to describe the action of accessing the website 'growtherapy.com' rather than a physical location. The term 'visit' here extends beyond its literal meaning of physical movement, instead referring to the digital action of navigating to a URL, which is a common metaphorical usage in online contexts.",'Visit growtherapy.com slash book now to get started.'
1182,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_215_2_3,273,0.3990396765584457,right,Other,thing,Compassion.com,spatial motion,visit,"The verb 'visit' is used metaphorically to describe accessing the website 'Compassion.com' rather than a physical location. While 'visit' literally refers to physical movement to a place, here it is extended to signify interacting with a digital entity, transcending its original meaning without personification or animalization.",'You can visit Compassion.com.'
4971,3bdc5bfd-9705-46fd-99d7-b2360117c606_238_0_1,273,0.40034460795702004,right,Other,thing,Compassion.com,spatial motion,Visit,"The verb 'visit' is used metaphorically to describe accessing the website 'Compassion.com' rather than a physical location. The source verb 'visit' originally refers to a physical action, but in this context, it is applied to a website, which is not a tangible place, thus transcending its literal meaning.",'Visit Compassion.com today.'
417,d71c6e12-1d4a-11f0-953a-477923aed071_37_0_1,273,0.40328634754217674,left,Other,organization,growtherapy,spatial motion,Visit,"The verb 'visit' is used metaphorically to describe the act of accessing the website 'growtherapy.com' rather than a physical action. The metaphorical use of 'visit' extends beyond its literal meaning of going to a place, instead referring to navigating to an online location.",'Visit growtherapy.com slash book now to get started.'
5083,95979075-4c7d-4001-8052-b3ca00215593_237_34_33,273,0.40627981623297854,right,Security Concerns,thing,help,spatial motion,visit,"The verb 'visit' is used metaphorically to describe the action of accessing help through a website, transcending its original meaning of a physical visit. The verb does not refer to a direct physical action but rather an abstract, conceptual action of engaging with a resource (the website) to obtain help.",'It fires... tear gas pepper spray kinetic rounds it is designed to stop an attacker for up to 40 minutes that gives you time to escape that gives you time to get help visit byrna.com the hypocrisy of the left is breathtaking let's let's take a little trip down memory lane shall we and let's listen to chuck schumer criticizing donald j trump for not doing anything about maduro and venezuela'
4761,97e645d8-eba8-11f0-a898-3b712b89e31f_15_0_1,273,0.43686425926940675,left,Other,organization,LifeLock.com,spatial motion,Visit,"The verb 'visit' is used metaphorically to describe accessing the website 'LifeLock.com' rather than a physical location. The action of 'visiting' a website is a conventional metaphor for navigating to a webpage, transcending the literal meaning of physical travel.",'Visit LifeLock.com slash podcast.'
413,d71c6e12-1d4a-11f0-953a-477923aed071_37_0_4,273,0.4871771266522563,left,Media,thing,book,spatial motion,Visit,"The verb 'visit' is used metaphorically to describe interacting with the 'book' as a resource or content, rather than a physical action. While 'visit' typically refers to physically going to a place, here it signifies accessing or engaging with the book's content via the website, transcending its literal meaning.",'Visit growtherapy.com slash book now to get started.'
4023,d71c6e12-1d4a-11f0-953a-477923aed071_17_5_3,273,0.9858147718619601,left,Media,thing,ads,spatial motion,pop,"The verb 'pop' is used metaphorically to describe the sudden, unexpected appearance of ads. While 'pop' literally refers to a sound, here it conveys the idea of ads emerging abruptly without a physical action, akin to a popup window. This usage transcends the verb's literal meaning to signify a metaphorical 'emergence'.",'Ever notice how ads always pop up at the worst moments?'
6827,287822c0-4282-11ed-8363-cb83fa110de1_376_62_64,273,1.0097968484540256,left,Democratic Processes,thing,awakenings,other,have,"The verb 'have' is used metaphorically to describe the experience or occurrence of 'awakenings,' which refers to moments of realization or awareness. The verb transcends its literal meaning of physical possession, instead conveying an internal, conceptual experience of undergoing these awakenings, which is not a direct physical action.","'Maybe I liked politics a little bit back in college and law school, but was a civil rights lawyer but when I started to see this type of conduct and you know when the pandemic really showed and look there's a lot of conduct before but it's never too late to stand up for our democracy but we all have these awakenings and we all have these moments when you're just like I can't be on the sideline I have to do something and what my view is is that That is not a legitimate political discourse.'"
2823,e31bccb2-7587-11ec-ba64-9f837eadd43c_85_23_22,273,1.0106924130819819,right,Legal Cases,thing,testimony,spatial motion,emerges,"The verb 'emerges' is used metaphorically to describe testimony as if it were a physical entity that can come forth or surface. Testimony, being abstract information, does not physically 'emerge' but is instead used metaphorically to suggest that evidence or statements are becoming apparent or being revealed.","'It's why to this day, even as I covered yesterday, No matter how much science emerges, how much testimony emerges that the vaccines and the masks do almost nothing of what they said they would do.'"
398,6719607c-9932-11ee-9017-eb3e8a6583cb_77_7_9,274,0.33727927486182374,right,Other,person,people,other,support,"The verb 'support' is used metaphorically to describe a non-physical relationship of mutual aid or solidarity between groups of people. It transcends its literal meaning of providing physical assistance, instead conveying a conceptual relationship of backing or sustaining a group, which is not a direct physical action.",'Their people support their people like Mexicans support their people.'
200,2b0054b4-ecea-44a4-855f-b3b6000e929c_455_21_23,274,0.34641991434697256,right,Other,person,person,other,support,"The verb 'support' is used metaphorically to describe providing assistance or aid to the target noun 'person,' transcending its literal physical meaning. Here, 'support' refers to emotional, financial, or logistical help rather than a physical action.","'And, and, That was generous on their part, considering I'm sure they contributed a lot to help support this person and and send this person to get help.'"
86,b1c9b328-b481-11ee-be0e-db459aa16660_164_5_6,274,0.3490042308636858,right,Other,thing,it,other,support,"The verb 'support' is used metaphorically to describe the abstract act of endorsing or backing a cause, policy, or idea (target noun 'it'). It does not refer to a physical action but instead conveys a conceptual relationship of alignment or advocacy, transcending its literal meaning of providing physical assistance.","'They didn't seem to support it, but Nikki Haley did support it.'"
6347,287822c0-4282-11ed-8363-cb83fa110de1_78_6_7,274,0.35398496200448026,left,Other,person,her,other,support,"The verb 'support' is used metaphorically to convey endorsement or backing rather than a physical action. Here, 'support' refers to providing emotional, political, or social assistance to 'her,' which transcends its literal meaning of physical sustenance or holding up.",'So why wouldn't Anderson Cooper support her?'
406,6719607c-9932-11ee-9017-eb3e8a6583cb_77_7_4,274,0.35623010282045514,right,Other,person,people,other,support,"The verb 'support' is used metaphorically to describe the social or emotional backing between groups of people, transcending its literal meaning of physical assistance. It conveys solidarity or mutual aid rather than a tangible action.",'Their people support their people like Mexicans support their people.'
5552,661d9866-4392-4ad4-9fbe-b06000015ba6_194_9_12,274,0.38901473215922894,right,Other,thing,causes,other,supports,"The verb 'supports' is used metaphorically to describe the abstract target noun 'causes'. While 'supports' literally refers to providing physical assistance, in this context, it conveys aiding or promoting abstract concepts (veterans' causes), which transcends its literal meaning without referring to a tangible action.",'Pure Talk is a veteran-owned company that supports veterans' causes.'
1980,8ab20af6-746b-42e5-b500-b22f002135ae_224_8_9,274,0.4043308790244725,right,Other,person,veterans,other,supports,"The verb 'supports' is used metaphorically to describe the company's action of aiding veterans' causes. The verb transcends its literal meaning of providing physical support and instead conveys abstract assistance, implying advocacy or financial backing for causes related to veterans.",'Pure Talk is a veteran owned company that supports veterans causes.'
5571,661d9866-4392-4ad4-9fbe-b06000015ba6_194_9_8,274,0.4115271912338387,right,Other,thing,that,other,supports,"The verb 'supports' is used metaphorically to describe the abstract action of backing or advocating for 'veterans' causes,' which transcends its literal physical meaning of providing structural or tangible support.",'Pure Talk is a veteran-owned company that supports veterans' causes.'
4042,cf6660da-d345-48f8-a598-24311470f88d_331_3_5,274,0.4211829533702512,left,Other,person,Netanyahu,other,support,"The verb 'support' is used metaphorically to represent endorsement or backing of a political figure's policies or actions, rather than describing a physical act of holding up. The metaphorical aspect lies in equating 'support' with political allegiance, which transcends its literal meaning of providing physical sustenance or structural assistance.",'We don't support Benjamin Netanyahu one single bit.'
743,64f45e18-5b2f-4574-b34c-84410e316110_209_16_18,274,0.4284626841901957,left,Other,organization,organizations,other,support,"The verb 'support' is used metaphorically to characterize 'organizations' by implying assistance in their efforts to stop an issue, rather than describing a physical action of holding up or providing a physical foundation.","'Check this out and let's all figure out what we've got to do to support these organizations to stop this, to fight it.'"
3854,cc04eafc-ab03-11ec-82cc-631625b14811_254_8_7,274,0.43218557674809577,right,Other,thing,that,other,supports,"The verb 'supports' is used metaphorically to describe the company's action towards veterans' causes. While 'supports' literally means to uphold physically, here it is applied abstractly to indicate the company's backing of causes, transcending its physical meaning to convey an abstract conceptual relationship.",'Pure Talk is a veteran owned company that supports veterans causes.'
1279,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_186_9_12,274,0.4389032214165489,right,Other,thing,causes,other,supports,"The verb 'supports' is used metaphorically to describe the abstract action of aiding 'causes,' which are not physical entities. The verb transcends its literal meaning of providing physical support to convey an abstract concept of contributing to initiatives or efforts, personifying the target noun 'causes' through a metaphorical action.",'Pure Talk is a veteran-owned company that supports veterans' causes.'
2326,8ab20af6-746b-42e5-b500-b22f002135ae_461_19_26,274,0.455803262378898,right,Other,person,girl,other,support,"The verb 'support' is used metaphorically to describe financial backing rather than a physical action. The context indicates the speaker is providing monetary aid to support the girl's mission, which transcends the literal meaning of physical support.","'I had been donating to Samaritan's Purse, but because of what you're doing, I so support an 11-year-old girl on a mission like this that we're going to raise the bar to 50 grand, okay?'"
414,6719607c-9932-11ee-9017-eb3e8a6583cb_77_2_1,274,0.4642006542750739,right,Other,person,people,other,support,"The verb 'support' is used metaphorically to describe the relationship between groups of people, implying emotional or cultural backing rather than a physical action. The phrase 'support their people' transcends its literal meaning of providing physical assistance, instead conveying a conceptual metaphor of solidarity or allegiance.",'Their people support their people like Mexicans support their people.'
3937,2b0054b4-ecea-44a4-855f-b3b6000e929c_153_9_12,274,0.4647523597408944,right,Other,thing,causes,other,supports,"The verb 'supports' is used metaphorically to describe the action of aiding an abstract concept ('causes') rather than a physical action. The verb transcends its literal meaning of providing physical support to convey assistance towards an abstract idea, which is a common metaphorical usage.",'Pure Talk is a veteran-owned company that supports veterans' causes.'
1553,95979075-4c7d-4001-8052-b3ca00215593_187_9_12,274,0.48565082333821646,right,Other,thing,causes,other,supports,"The verb 'supports' is used metaphorically to describe the abstract action of backing or promoting 'causes,' which are not physical entities. The verb transcends its literal meaning of providing physical support to convey an abstract, conceptual relationship between the company and the causes it advocates for.",'Pure Talk is a veteran-owned company that supports veterans' causes.'
6913,10672768-1932-4440-9494-b3cd0026c419_103_6_7,274,0.5289600999701171,right,Other,person,dictators,other,supporting,"The verb 'supporting' is used metaphorically to describe the abstract act of endorsing or backing dictators, rather than referring to a physical action. It transcends its literal meaning of providing tangible support to convey a conceptual relationship of political or moral alignment with dictators.",'Do you think we should be supporting dictators like that?'
6682,13b33b9c-d276-11ee-9b50-07cb70f0898b_142_3_4,274,0.5338103442352619,left,Other,place,Ukraine,other,support,"The verb 'support' is used metaphorically to represent the abstract action of aiding or backing Ukraine, which transcends its literal meaning of providing physical assistance. Here, 'support' conveys a conceptual, non-physical relationship between the actor and Ukraine, indicating political or moral backing rather than a literal physical action.",'Because failure to support Ukraine in this critical moment will never be forgotten in history.'
1257,2adbf0e2-f1d8-11f0-b2d6-e3a0b13b9b1b_146_8_14,274,0.5609693346701097,left,Other,thing,health,other,supporting,"The verb 'supporting' is used metaphorically to describe an abstract process of maintaining 'health' rather than a direct physical action. The phrase 'supporting my long-term skin health' extends the literal meaning of 'support' (providing physical assistance) to an abstract concept, implying a functional role in sustaining health at a cellular level, which transcends its original meaning.","'And with OneSkin, I know I'm supporting my long-term skin health at the cellular level.'"
